Ra: Va                    Vw
30040: 3.228642            1.846413
30050: 3.227778            1.847028
30060: 3.226915            1.847643
30070: 3.226053            1.848257
30080: 3.225190            1.848872
30090: 3.224329            1.849486
30100: 3.223468            1.850101
30110: 3.222607            1.850716
30120: 3.221747            1.851330
30130: 3.220887            1.851945
30140: 3.220028            1.852560
30150: 3.219170            1.853174
30160: 3.218311            1.853789
30170: 3.217453            1.854404
30180: 3.216596            1.855018
30190: 3.215739            1.855633
30200: 3.214883            1.856248
30210: 3.214027            1.856862
30220: 3.213171            1.857477
30230: 3.212317            1.858092
30240: 3.211462            1.858706
30250: 3.210608            1.859321
30260: 3.209755            1.859935
30270: 3.208901            1.860550
30280: 3.208049            1.861165
30290: 3.207197            1.861779
30300: 3.206345            1.862394
30310: 3.205494            1.863009
30320: 3.204643            1.863623
30330: 3.203793            1.864238
30340: 3.202943            1.864853
30350: 3.202094            1.865467
30360: 3.201245            1.866082
30370: 3.200396            1.866697
30380: 3.199548            1.867311
30390: 3.198701            1.867926
30400: 3.197854            1.868541
30410: 3.197007            1.869155
30420: 3.196161            1.869770
30430: 3.195315            1.870384
30440: 3.194470            1.870999
30450: 3.193625            1.871614
30460: 3.192781            1.872229
30470: 3.191937            1.872843
30480: 3.191094            1.873458
30490: 3.190251            1.874073
30500: 3.189409            1.874687
30510: 3.188567            1.875302
30520: 3.187725            1.875916
30530: 3.186884            1.876531
30540: 3.186043            1.877146
30550: 3.185203            1.877760
30560: 3.184364            1.878375
30570: 3.183524            1.878990
30580: 3.182685            1.879604
30590: 3.181847            1.880219
30600: 3.181009            1.880834
30610: 3.180172            1.881448
30620: 3.179335            1.882063
30630: 3.178498            1.882678
30640: 3.177662            1.883292
30650: 3.176826            1.883907
30660: 3.175991            1.884522
30670: 3.175157            1.885136
30680: 3.174322            1.885751
30690: 3.173489            1.886365
30700: 3.172655            1.886980
30710: 3.171822            1.887595
30720: 3.170990            1.888209
30730: 3.170158            1.888824
30740: 3.169326            1.889439
30750: 3.168495            1.890054
30760: 3.167664            1.890668
30770: 3.166834            1.891283
30780: 3.166004            1.891897
30790: 3.165175            1.892512
30800: 3.164346            1.893127
30810: 3.163518            1.893741
30820: 3.162690            1.894356
30830: 3.161862            1.894971
30840: 3.161035            1.895585
30850: 3.160208            1.896200
30860: 3.159382            1.896814
30870: 3.158556            1.897429
30880: 3.157731            1.898044
30890: 3.156906            1.898659
30900: 3.156082            1.899273
30910: 3.155258            1.899888
30920: 3.154434            1.900503
30930: 3.153611            1.901117
30940: 3.152789            1.901732
30950: 3.151966            1.902346
30960: 3.151145            1.902961
30970: 3.150323            1.903576
30980: 3.149502            1.904190
30990: 3.148682            1.904805
31000: 3.147862            1.905420
31010: 3.147042            1.906034
31020: 3.146223            1.906649
31030: 3.145404            1.907264
31040: 3.144586            1.907878
31050: 3.143768            1.908493
31060: 3.142951            1.909108
31070: 3.142134            1.909722
31080: 3.141317            1.910337
31090: 3.140501            1.910952
31100: 3.139686            1.911566
31110: 3.138870            1.912181
31120: 3.138056            1.912795
31130: 3.137241            1.913410
31140: 3.136427            1.914025
31150: 3.135614            1.914639
31160: 3.134801            1.915254
31170: 3.133988            1.915869
31180: 3.133176            1.916484
31190: 3.132364            1.917098
31200: 3.131553            1.917713
31210: 3.130742            1.918327
31220: 3.129932            1.918942
31230: 3.129122            1.919557
31240: 3.128312            1.920171
31250: 3.127503            1.920786
31260: 3.126694            1.921401
31270: 3.125886            1.922015
31280: 3.125078            1.922630
31290: 3.124271            1.923245
31300: 3.123464            1.923859
31310: 3.122657            1.924474
31320: 3.121851            1.925089
31330: 3.121045            1.925703
31340: 3.120240            1.926318
31350: 3.119435            1.926933
31360: 3.118631            1.927547
31370: 3.117827            1.928162
31380: 3.117023            1.928776
31390: 3.116220            1.929391
31400: 3.115417            1.930006
31410: 3.114615            1.930620
31420: 3.113813            1.931235
31430: 3.113012            1.931850
31440: 3.112211            1.932464
31450: 3.111410            1.933079
31460: 3.110610            1.933694
31470: 3.109810            1.934308
31480: 3.109011            1.934923
31490: 3.108212            1.935538
31500: 3.107413            1.936152
31510: 3.106615            1.936767
31520: 3.105817            1.937382
31530: 3.105020            1.937996
31540: 3.104223            1.938611
31550: 3.103427            1.939225
31560: 3.102631            1.939840
31570: 3.101835            1.940455
31580: 3.101040            1.941069
31590: 3.100245            1.941684
31600: 3.099451            1.942299
31610: 3.098657            1.942914
31620: 3.097864            1.943528
31630: 3.097071            1.944143
31640: 3.096278            1.944757
31650: 3.095486            1.945372
31660: 3.094694            1.945987
31670: 3.093903            1.946601
31680: 3.093112            1.947216
31690: 3.092321            1.947831
31700: 3.091531            1.948445
31710: 3.090741            1.949060
31720: 3.089952            1.949675
31730: 3.089163            1.950289
31740: 3.088375            1.950904
31750: 3.087587            1.951519
31760: 3.086799            1.952133
31770: 3.086012            1.952748
31780: 3.085225            1.953363
31790: 3.084439            1.953977
31800: 3.083653            1.954592
31810: 3.082867            1.955206
31820: 3.082082            1.955821
31830: 3.081297            1.956436
31840: 3.080513            1.957050
31850: 3.079729            1.957665
31860: 3.078945            1.958280
31870: 3.078162            1.958894
31880: 3.077379            1.959509
31890: 3.076597            1.960124
31900: 3.075815            1.960738
31910: 3.075034            1.961353
31920: 3.074253            1.961968
31930: 3.073472            1.962582
31940: 3.072692            1.963197
31950: 3.071912            1.963812
31960: 3.071132            1.964426
31970: 3.070353            1.965041
31980: 3.069575            1.965655
31990: 3.068796            1.966270
32000: 3.068018            1.966885
32010: 3.067241            1.967499
32020: 3.066464            1.968114
32030: 3.065687            1.968729
32040: 3.064911            1.969344
32050: 3.064136            1.969958
32060: 3.063360            1.970573
32070: 3.062585            1.971187
32080: 3.061810            1.971802
32090: 3.061036            1.972417
32100: 3.060262            1.973031
32110: 3.059489            1.973646
32120: 3.058716            1.974261
32130: 3.057943            1.974875
32140: 3.057171            1.975490
32150: 3.056399            1.976105
32160: 3.055628            1.976719
32170: 3.054857            1.977334
32180: 3.054086            1.977949
32190: 3.053316            1.978563
32200: 3.052547            1.979178
32210: 3.051777            1.979793
32220: 3.051008            1.980407
32230: 3.050240            1.981022
32240: 3.049471            1.981636
32250: 3.048703            1.982251
32260: 3.047936            1.982866
32270: 3.047169            1.983480
32280: 3.046402            1.984095
32290: 3.045636            1.984710
32300: 3.044870            1.985325
32310: 3.044105            1.985939
32320: 3.043340            1.986554
32330: 3.042575            1.987168
32340: 3.041811            1.987783
32350: 3.041047            1.988398
32360: 3.040284            1.989012
32370: 3.039521            1.989627
32380: 3.038758            1.990242
32390: 3.037996            1.990856
32400: 3.037234            1.991471
32410: 3.036472            1.992085
32420: 3.035711            1.992700
32430: 3.034950            1.993315
32440: 3.034190            1.993930
32450: 3.033430            1.994544
32460: 3.032671            1.995159
32470: 3.031912            1.995774
32480: 3.031153            1.996388
32490: 3.030395            1.997003
32500: 3.029637            1.997617
32510: 3.028879            1.998232
32520: 3.028122            1.998847
32530: 3.027365            1.999461
32540: 3.026608            2.000076
32550: 3.025852            2.000691
32560: 3.025097            2.001305
32570: 3.024342            2.001920
32580: 3.023587            2.002535
32590: 3.022832            2.003149
32600: 3.022078            2.003764
32610: 3.021324            2.004379
32620: 3.020571            2.004993
32630: 3.019818            2.005608
32640: 3.019066            2.006222
32650: 3.018313            2.006837
32660: 3.017561            2.007452
32670: 3.016810            2.008066
32680: 3.016059            2.008681
32690: 3.015308            2.009296
32700: 3.014558            2.009910
32710: 3.013808            2.010525
32720: 3.013059            2.011140
32730: 3.012310            2.011755
32740: 3.011561            2.012369
32750: 3.010813            2.012984
32760: 3.010065            2.013598
32770: 3.009317            2.014213
32780: 3.008570            2.014827
32790: 3.007823            2.015442
32800: 3.007077            2.016057
32810: 3.006331            2.016672
32820: 3.005585            2.017286
32830: 3.004840            2.017901
32840: 3.004095            2.018515
32850: 3.003350            2.019130
32860: 3.002606            2.019745
32870: 3.001862            2.020360
32880: 3.001119            2.020974
32890: 3.000376            2.021589
32900: 2.999633            2.022203
32910: 2.998891            2.022818
32920: 2.998149            2.023433
32930: 2.997407            2.024047
32940: 2.996666            2.024662
32950: 2.995925            2.025277
32960: 2.995185            2.025891
32970: 2.994445            2.026506
32980: 2.993706            2.027121
32990: 2.992966            2.027735
33000: 2.992227            2.028350
33010: 2.991489            2.028965
33020: 2.990751            2.029579
33030: 2.990013            2.030194
33040: 2.989275            2.030808
33050: 2.988539            2.031423
33060: 2.987802            2.032038
33070: 2.987066            2.032653
33080: 2.986330            2.033267
33090: 2.985594            2.033882
33100: 2.984859            2.034496
33110: 2.984124            2.035111
33120: 2.983390            2.035726
33130: 2.982656            2.036340
33140: 2.981922            2.036955
33150: 2.981189            2.037570
33160: 2.980456            2.038184
33170: 2.979723            2.038799
33180: 2.978991            2.039414
33190: 2.978259            2.040028
33200: 2.977528            2.040643
33210: 2.976797            2.041258
33220: 2.976066            2.041872
33230: 2.975335            2.042487
33240: 2.974605            2.043102
33250: 2.973876            2.043716
33260: 2.973147            2.044331
33270: 2.972418            2.044945
33280: 2.971689            2.045560
33290: 2.970961            2.046175
33300: 2.970233            2.046789
33310: 2.969506            2.047404
33320: 2.968779            2.048019
33330: 2.968052            2.048634
33340: 2.967326            2.049248
33350: 2.966600            2.049863
33360: 2.965874            2.050477
33370: 2.965149            2.051092
33380: 2.964424            2.051707
33390: 2.963700            2.052321
33400: 2.962975            2.052936
33410: 2.962251            2.053551
33420: 2.961528            2.054165
33430: 2.960805            2.054780
33440: 2.960082            2.055395
33450: 2.959360            2.056009
33460: 2.958638            2.056624
33470: 2.957916            2.057239
33480: 2.957195            2.057853
33490: 2.956474            2.058468
33500: 2.955754            2.059083
33510: 2.955034            2.059697
33520: 2.954314            2.060312
33530: 2.953594            2.060926
33540: 2.952875            2.061541
33550: 2.952157            2.062156
33560: 2.951438            2.062770
33570: 2.950720            2.063385
33580: 2.950002            2.064000
33590: 2.949285            2.064615
33600: 2.948568            2.065229
33610: 2.947852            2.065844
33620: 2.947135            2.066458
33630: 2.946419            2.067073
33640: 2.945704            2.067688
33650: 2.944989            2.068302
33660: 2.944274            2.068917
33670: 2.943560            2.069532
33680: 2.942845            2.070146
33690: 2.942132            2.070761
33700: 2.941418            2.071375
33710: 2.940705            2.071990
33720: 2.939992            2.072605
33730: 2.939280            2.073220
33740: 2.938568            2.073834
33750: 2.937857            2.074449
33760: 2.937145            2.075063
33770: 2.936435            2.075678
33780: 2.935724            2.076293
33790: 2.935014            2.076907
33800: 2.934304            2.077522
33810: 2.933594            2.078137
33820: 2.932885            2.078751
33830: 2.932176            2.079366
33840: 2.931468            2.079981
33850: 2.930760            2.080595
33860: 2.930052            2.081210
33870: 2.929345            2.081825
33880: 2.928638            2.082439
33890: 2.927931            2.083054
33900: 2.927225            2.083668
33910: 2.926519            2.084283
33920: 2.925813            2.084898
33930: 2.925108            2.085513
33940: 2.924403            2.086127
33950: 2.923698            2.086742
33960: 2.922994            2.087356
33970: 2.922290            2.087971
33980: 2.921587            2.088586
33990: 2.920883            2.089200
34000: 2.920180            2.089815
34010: 2.919478            2.090430
34020: 2.918776            2.091044
34030: 2.918074            2.091659
34040: 2.917372            2.092274
34050: 2.916671            2.092888
34060: 2.915970            2.093503
34070: 2.915270            2.094118
34080: 2.914570            2.094732
34090: 2.913870            2.095347
34100: 2.913171            2.095962
34110: 2.912472            2.096576
34120: 2.911773            2.097191
34130: 2.911074            2.097806
34140: 2.910377            2.098420
34150: 2.909679            2.099035
34160: 2.908981            2.099649
34170: 2.908284            2.100264
34180: 2.907588            2.100879
34190: 2.906891            2.101494
34200: 2.906195            2.102108
34210: 2.905500            2.102723
34220: 2.904804            2.103337
34230: 2.904109            2.103952
34240: 2.903415            2.104567
34250: 2.902721            2.105181
34260: 2.902027            2.105796
34270: 2.901333            2.106411
34280: 2.900640            2.107025
34290: 2.899947            2.107640
34300: 2.899254            2.108255
34310: 2.898562            2.108869
34320: 2.897870            2.109484
34330: 2.897178            2.110099
34340: 2.896487            2.110713
34350: 2.895797            2.111328
34360: 2.895106            2.111943
34370: 2.894416            2.112557
34380: 2.893726            2.113172
34390: 2.893036            2.113786
34400: 2.892347            2.114401
34410: 2.891658            2.115016
34420: 2.890970            2.115630
34430: 2.890281            2.116245
34440: 2.889594            2.116860
34450: 2.888906            2.117475
34460: 2.888219            2.118089
34470: 2.887532            2.118704
34480: 2.886845            2.119318
34490: 2.886159            2.119933
34500: 2.885473            2.120548
34510: 2.884788            2.121162
34520: 2.884103            2.121777
34530: 2.883418            2.122392
34540: 2.882733            2.123006
34550: 2.882049            2.123621
34560: 2.881365            2.124236
34570: 2.880682            2.124850
34580: 2.879998            2.125465
34590: 2.879316            2.126080
34600: 2.878633            2.126694
34610: 2.877951            2.127309
34620: 2.877269            2.127923
34630: 2.876587            2.128538
34640: 2.875906            2.129153
34650: 2.875225            2.129767
34660: 2.874545            2.130382
34670: 2.873865            2.130997
34680: 2.873185            2.131611
34690: 2.872505            2.132226
34700: 2.871826            2.132841
34710: 2.871147            2.133456
34720: 2.870469            2.134070
34730: 2.869790            2.134685
34740: 2.869112            2.135299
34750: 2.868435            2.135914
34760: 2.867758            2.136528
34770: 2.867080            2.137143
34780: 2.866404            2.137758
34790: 2.865728            2.138373
34800: 2.865052            2.138987
34810: 2.864376            2.139602
34820: 2.863701            2.140216
34830: 2.863026            2.140831
34840: 2.862351            2.141446
34850: 2.861677            2.142061
34860: 2.861003            2.142675
34870: 2.860329            2.143290
34880: 2.859656            2.143904
34890: 2.858983            2.144519
34900: 2.858310            2.145134
34910: 2.857638            2.145748
34920: 2.856966            2.146363
34930: 2.856294            2.146978
34940: 2.855623            2.147592
34950: 2.854952            2.148207
34960: 2.854281            2.148822
34970: 2.853610            2.149436
34980: 2.852940            2.150051
34990: 2.852270            2.150666
35000: 2.851601            2.151280
35010: 2.850932            2.151895
35020: 2.850263            2.152509
35030: 2.849595            2.153124
35040: 2.848926            2.153739
35050: 2.848258            2.154354
35060: 2.847591            2.154968
35070: 2.846924            2.155583
35080: 2.846257            2.156197
35090: 2.845590            2.156812
35100: 2.844924            2.157427
35110: 2.844258            2.158041
35120: 2.843592            2.158656
35130: 2.842927            2.159271
35140: 2.842262            2.159885
35150: 2.841597            2.160500
35160: 2.840933            2.161115
35170: 2.840269            2.161729
35180: 2.839605            2.162344
35190: 2.838942            2.162959
35200: 2.838279            2.163573
35210: 2.837616            2.164188
35220: 2.836954            2.164803
35230: 2.836291            2.165417
35240: 2.835630            2.166032
35250: 2.834968            2.166646
35260: 2.834307            2.167261
35270: 2.833646            2.167876
35280: 2.832986            2.168490
35290: 2.832325            2.169105
35300: 2.831665            2.169720
35310: 2.831006            2.170335
35320: 2.830347            2.170949
35330: 2.829688            2.171564
35340: 2.829029            2.172178
35350: 2.828371            2.172793
35360: 2.827712            2.173408
35370: 2.827055            2.174022
35380: 2.826397            2.174637
35390: 2.825740            2.175252
35400: 2.825083            2.175866
35410: 2.824427            2.176481
35420: 2.823771            2.177096
35430: 2.823115            2.177710
35440: 2.822459            2.178325
35450: 2.821804            2.178940
35460: 2.821149            2.179554
35470: 2.820495            2.180169
35480: 2.819840            2.180784
35490: 2.819186            2.181398
35500: 2.818533            2.182013
35510: 2.817879            2.182627
35520: 2.817226            2.183242
35530: 2.816574            2.183857
35540: 2.815921            2.184471
35550: 2.815269            2.185086
35560: 2.814617            2.185701
35570: 2.813966            2.186316
35580: 2.813314            2.186930
35590: 2.812664            2.187545
35600: 2.812013            2.188159
35610: 2.811363            2.188774
35620: 2.810713            2.189389
35630: 2.810063            2.190003
35640: 2.809414            2.190618
35650: 2.808765            2.191233
35660: 2.808116            2.191847
35670: 2.807467            2.192462
35680: 2.806819            2.193076
35690: 2.806171            2.193691
35700: 2.805524            2.194306
35710: 2.804877            2.194921
35720: 2.804230            2.195535
35730: 2.803583            2.196150
35740: 2.802937            2.196764
35750: 2.802291            2.197379
35760: 2.801645            2.197994
35770: 2.801000            2.198608
35780: 2.800355            2.199223
35790: 2.799710            2.199838
35800: 2.799066            2.200452
35810: 2.798421            2.201067
35820: 2.797778            2.201682
35830: 2.797134            2.202296
35840: 2.796491            2.202911
35850: 2.795848            2.203526
35860: 2.795205            2.204140
35870: 2.794563            2.204755
35880: 2.793921            2.205369
35890: 2.793279            2.205984
35900: 2.792638            2.206599
35910: 2.791996            2.207214
35920: 2.791356            2.207828
35930: 2.790715            2.208443
35940: 2.790075            2.209057
35950: 2.789435            2.209672
35960: 2.788795            2.210287
35970: 2.788156            2.210901
35980: 2.787517            2.211516
35990: 2.786878            2.212131
36000: 2.786240            2.212745
36010: 2.785601            2.213360
36020: 2.784964            2.213975
36030: 2.784326            2.214589
36040: 2.783689            2.215204
36050: 2.783052            2.215819
36060: 2.782415            2.216433
36070: 2.781779            2.217048
36080: 2.781143            2.217663
36090: 2.780507            2.218277
36100: 2.779871            2.218892
36110: 2.779237            2.219507
36120: 2.778602            2.220121
36130: 2.777967            2.220736
36140: 2.777333            2.221350
36150: 2.776699            2.221965
36160: 2.776065            2.222580
36170: 2.775432            2.223195
36180: 2.774799            2.223809
36190: 2.774166            2.224424
36200: 2.773533            2.225038
36210: 2.772901            2.225653
36220: 2.772269            2.226268
36230: 2.771637            2.226882
36240: 2.771006            2.227497
36250: 2.770375            2.228112
36260: 2.769744            2.228726
36270: 2.769114            2.229341
36280: 2.768484            2.229956
36290: 2.767854            2.230570
36300: 2.767225            2.231185
36310: 2.766595            2.231800
36320: 2.765966            2.232414
36330: 2.765337            2.233029
36340: 2.764709            2.233644
36350: 2.764081            2.234258
36360: 2.763453            2.234873
36370: 2.762826            2.235487
36380: 2.762198            2.236102
36390: 2.761572            2.236717
36400: 2.760945            2.237331
36410: 2.760319            2.237946
36420: 2.759692            2.238561
36430: 2.759067            2.239176
36440: 2.758441            2.239790
36450: 2.757816            2.240405
36460: 2.757191            2.241019
36470: 2.756567            2.241634
36480: 2.755942            2.242249
36490: 2.755318            2.242863
36500: 2.754694            2.243478
36510: 2.754071            2.244093
36520: 2.753448            2.244707
36530: 2.752825            2.245322
36540: 2.752202            2.245936
36550: 2.751580            2.246551
36560: 2.750958            2.247166
36570: 2.750336            2.247781
36580: 2.749715            2.248395
36590: 2.749094            2.249010
36600: 2.748473            2.249624
36610: 2.747852            2.250239
36620: 2.747232            2.250854
36630: 2.746612            2.251468
36640: 2.745992            2.252083
36650: 2.745373            2.252698
36660: 2.744754            2.253312
36670: 2.744135            2.253927
36680: 2.743516            2.254542
36690: 2.742898            2.255156
36700: 2.742280            2.255771
36710: 2.741662            2.256386
36720: 2.741045            2.257000
36730: 2.740427            2.257615
36740: 2.739810            2.258229
36750: 2.739194            2.258844
36760: 2.738578            2.259459
36770: 2.737962            2.260074
36780: 2.737346            2.260688
36790: 2.736730            2.261303
36800: 2.736115            2.261917
36810: 2.735500            2.262532
36820: 2.734886            2.263147
36830: 2.734271            2.263762
36840: 2.733657            2.264376
36850: 2.733043            2.264991
36860: 2.732430            2.265605
36870: 2.731817            2.266220
36880: 2.731204            2.266835
36890: 2.730591            2.267449
36900: 2.729979            2.268064
36910: 2.729367            2.268679
36920: 2.728755            2.269293
36930: 2.728143            2.269908
36940: 2.727532            2.270523
36950: 2.726921            2.271137
36960: 2.726310            2.271752
36970: 2.725700            2.272367
36980: 2.725090            2.272981
36990: 2.724480            2.273596
37000: 2.723871            2.274210
37010: 2.723261            2.274825
37020: 2.722652            2.275440
37030: 2.722044            2.276055
37040: 2.721435            2.276669
37050: 2.720827            2.277284
37060: 2.720219            2.277898
37070: 2.719611            2.278513
37080: 2.719004            2.279128
37090: 2.718397            2.279742
37100: 2.717790            2.280357
37110: 2.717184            2.280972
37120: 2.716578            2.281586
37130: 2.715971            2.282201
37140: 2.715366            2.282816
37150: 2.714761            2.283430
37160: 2.714155            2.284045
37170: 2.713551            2.284660
37180: 2.712946            2.285274
37190: 2.712342            2.285889
37200: 2.711738            2.286504
37210: 2.711134            2.287118
37220: 2.710530            2.287733
37230: 2.709927            2.288347
37240: 2.709324            2.288962
37250: 2.708722            2.289577
37260: 2.708119            2.290191
37270: 2.707517            2.290806
37280: 2.706915            2.291421
37290: 2.706314            2.292036
37300: 2.705712            2.292650
37310: 2.705111            2.293265
37320: 2.704510            2.293879
37330: 2.703910            2.294494
37340: 2.703310            2.295109
37350: 2.702710            2.295723
37360: 2.702110            2.296338
37370: 2.701511            2.296953
37380: 2.700912            2.297567
37390: 2.700313            2.298182
37400: 2.699714            2.298796
37410: 2.699116            2.299411
37420: 2.698518            2.300026
37430: 2.697920            2.300641
37440: 2.697323            2.301255
37450: 2.696726            2.301870
37460: 2.696129            2.302485
37470: 2.695532            2.303099
37480: 2.694936            2.303714
37490: 2.694339            2.304328
37500: 2.693743            2.304943
37510: 2.693148            2.305558
37520: 2.692553            2.306172
37530: 2.691957            2.306787
37540: 2.691363            2.307402
37550: 2.690768            2.308017
37560: 2.690174            2.308631
37570: 2.689580            2.309246
37580: 2.688986            2.309860
37590: 2.688393            2.310475
37600: 2.687799            2.311090
37610: 2.687207            2.311704
37620: 2.686614            2.312319
37630: 2.686022            2.312934
37640: 2.685429            2.313548
37650: 2.684838            2.314163
37660: 2.684246            2.314777
37670: 2.683655            2.315392
37680: 2.683064            2.316007
37690: 2.682473            2.316622
37700: 2.681882            2.317236
37710: 2.681292            2.317851
37720: 2.680702            2.318465
37730: 2.680112            2.319080
37740: 2.679523            2.319695
37750: 2.678934            2.320309
37760: 2.678345            2.320924
37770: 2.677756            2.321539
37780: 2.677168            2.322153
37790: 2.676579            2.322768
37800: 2.675992            2.323383
37810: 2.675404            2.323997
37820: 2.674817            2.324612
37830: 2.674230            2.325227
37840: 2.673643            2.325841
37850: 2.673056            2.326456
37860: 2.672470            2.327070
37870: 2.671884            2.327685
37880: 2.671298            2.328300
37890: 2.670712            2.328915
37900: 2.670127            2.329529
37910: 2.669542            2.330144
37920: 2.668958            2.330758
37930: 2.668373            2.331373
37940: 2.667789            2.331988
37950: 2.667205            2.332603
37960: 2.666621            2.333217
37970: 2.666038            2.333832
37980: 2.665455            2.334446
37990: 2.664872            2.335061
38000: 2.664289            2.335676
38010: 2.663707            2.336290
38020: 2.663125            2.336905
38030: 2.662543            2.337520
38040: 2.661961            2.338134
38050: 2.661380            2.338749
38060: 2.660799            2.339364
38070: 2.660218            2.339978
38080: 2.659637            2.340593
38090: 2.659057            2.341208
38100: 2.658477            2.341822
38110: 2.657897            2.342437
38120: 2.657318            2.343051
38130: 2.656739            2.343666
38140: 2.656159            2.344281
38150: 2.655581            2.344896
38160: 2.655002            2.345510
38170: 2.654424            2.346125
38180: 2.653846            2.346739
38190: 2.653268            2.347354
38200: 2.652691            2.347969
38210: 2.652113            2.348583
38220: 2.651536            2.349198
38230: 2.650960            2.349813
38240: 2.650383            2.350427
38250: 2.649807            2.351042
38260: 2.649231            2.351657
38270: 2.648655            2.352271
38280: 2.648080            2.352886
38290: 2.647505            2.353501
38300: 2.646930            2.354115
38310: 2.646355            2.354730
38320: 2.645781            2.355345
38330: 2.645207            2.355959
38340: 2.644633            2.356574
38350: 2.644059            2.357188
38360: 2.643486            2.357803
38370: 2.642913            2.358418
38380: 2.642340            2.359032
38390: 2.641767            2.359647
38400: 2.641195            2.360262
38410: 2.640623            2.360877
38420: 2.640051            2.361491
38430: 2.639479            2.362106
38440: 2.638908            2.362720
38450: 2.638337            2.363335
38460: 2.637766            2.363950
38470: 2.637195            2.364564
38480: 2.636625            2.365179
38490: 2.636055            2.365794
38500: 2.635485            2.366408
38510: 2.634915            2.367023
38520: 2.634346            2.367637
38530: 2.633777            2.368252
38540: 2.633208            2.368867
38550: 2.632639            2.369482
38560: 2.632071            2.370096
38570: 2.631503            2.370711
38580: 2.630935            2.371325
38590: 2.630368            2.371940
38600: 2.629800            2.372555
38610: 2.629233            2.373169
38620: 2.628666            2.373784
38630: 2.628100            2.374399
38640: 2.627533            2.375013
38650: 2.626967            2.375628
38660: 2.626401            2.376243
38670: 2.625836            2.376857
38680: 2.625270            2.377472
38690: 2.624705            2.378087
38700: 2.624140            2.378701
38710: 2.623576            2.379316
38720: 2.623011            2.379930
38730: 2.622447            2.380545
38740: 2.621883            2.381160
38750: 2.621320            2.381775
38760: 2.620756            2.382389
38770: 2.620193            2.383004
38780: 2.619630            2.383618
38790: 2.619068            2.384233
38800: 2.618505            2.384848
38810: 2.617943            2.385463
38820: 2.617381            2.386077
38830: 2.616820            2.386692
38840: 2.616258            2.387306
38850: 2.615697            2.387921
38860: 2.615136            2.388536
38870: 2.614576            2.389150
38880: 2.614015            2.389765
38890: 2.613455            2.390380
38900: 2.612895            2.390994
38910: 2.612335            2.391609
38920: 2.611776            2.392224
38930: 2.611217            2.392838
38940: 2.610658            2.393453
38950: 2.610099            2.394068
38960: 2.609540            2.394682
38970: 2.608982            2.395297
38980: 2.608424            2.395911
38990: 2.607867            2.396526
39000: 2.607309            2.397141
39010: 2.606752            2.397756
39020: 2.606195            2.398370
39030: 2.605638            2.398985
39040: 2.605082            2.399599
39050: 2.604525            2.400214
39060: 2.603969            2.400829
39070: 2.603413            2.401443
39080: 2.602858            2.402058
39090: 2.602303            2.402673
39100: 2.601748            2.403287
39110: 2.601193            2.403902
39120: 2.600638            2.404517
39130: 2.600084            2.405131
39140: 2.599530            2.405746
39150: 2.598976            2.406361
39160: 2.598422            2.406975
39170: 2.597869            2.407590
39180: 2.597316            2.408205
39190: 2.596763            2.408819
39200: 2.596210            2.409434
39210: 2.595658            2.410048
39220: 2.595105            2.410663
39230: 2.594553            2.411278
39240: 2.594002            2.411892
39250: 2.593450            2.412507
39260: 2.592899            2.413122
39270: 2.592348            2.413737
39280: 2.591797            2.414351
39290: 2.591247            2.414966
39300: 2.590696            2.415580
39310: 2.590147            2.416195
39320: 2.589597            2.416810
39330: 2.589047            2.417424
39340: 2.588498            2.418039
39350: 2.587949            2.418654
39360: 2.587400            2.419268
39370: 2.586851            2.419883
39380: 2.586303            2.420497
39390: 2.585755            2.421112
39400: 2.585207            2.421727
39410: 2.584659            2.422342
39420: 2.584112            2.422956
39430: 2.583565            2.423571
39440: 2.583018            2.424186
39450: 2.582471            2.424800
39460: 2.581924            2.425415
39470: 2.581378            2.426029
39480: 2.580832            2.426644
39490: 2.580287            2.427259
39500: 2.579741            2.427873
39510: 2.579195            2.428488
39520: 2.578650            2.429103
39530: 2.578106            2.429717
39540: 2.577561            2.430332
39550: 2.577017            2.430947
39560: 2.576473            2.431561
39570: 2.575929            2.432176
39580: 2.575385            2.432791
39590: 2.574842            2.433405
39600: 2.574298            2.434020
39610: 2.573756            2.434635
39620: 2.573213            2.435249
39630: 2.572670            2.435864
39640: 2.572128            2.436478
39650: 2.571586            2.437093
39660: 2.571044            2.437708
39670: 2.570503            2.438323
39680: 2.569961            2.438937
39690: 2.569420            2.439552
39700: 2.568879            2.440166
39710: 2.568339            2.440781
39720: 2.567798            2.441396
39730: 2.567258            2.442010
39740: 2.566718            2.442625
39750: 2.566179            2.443240
39760: 2.565639            2.443854
39770: 2.565100            2.444469
39780: 2.564561            2.445084
39790: 2.564022            2.445698
39800: 2.563483            2.446313
39810: 2.562945            2.446928
39820: 2.562407            2.447542
39830: 2.561869            2.448157
39840: 2.561332            2.448771
39850: 2.560794            2.449386
39860: 2.560257            2.450001
39870: 2.559720            2.450616
39880: 2.559183            2.451230
39890: 2.558647            2.451845
39900: 2.558110            2.452459
39910: 2.557575            2.453074
39920: 2.557039            2.453689
39930: 2.556503            2.454304
39940: 2.555968            2.454918
39950: 2.555433            2.455533
39960: 2.554898            2.456147
39970: 2.554363            2.456762
39980: 2.553829            2.457377
39990: 2.553295            2.457991
40000: 2.552761            2.458606
40010: 2.552227            2.459221
40020: 2.551693            2.459835
